specie,colore,n_arti,peso,altezza,larghezza
Simmy,rosso,27.0,5.04,34.72,68.12
Simmy,blu,26.0,4.01,42.38,62.1
Simmy,viola,22.0,5.28,32.71,71.21
Simmy,viola,22.0,5.15,32.56,67.54
Simmy,rosso,23.0,4.52,31.59,68.86
Simmy,viola,29.0,3.61,37.43,70.0
Simmy,blu,24.0,4.33,34.47,69.83
Simmy,viola,20.0,4.25,28.97,70.77
Simmy,rosso,21.0,3.27,41.5,65.76
Simmy,rosso,23.0,4.87,29.78,72.07
Simmy,blu,21.0,4.18,34.63,67.99
Simmy,rosso,20.0,3.5,28.58,68.39
Simmy,rosso,26.0,4.37,33.33,73.46
Simmy,blu,22.0,5.11,19.65,71.84
Simmy,viola,25.0,4.36,25.27,68.69
Simmy,viola,21.0,4.67,35.41,69.78
Simmy,rosso,22.0,4.52,26.72,73.04
Simmy,rosso,20.0,4.75,32.61,68.07
Simmy,rosso,27.0,5.26,37.07,76.89
Simmy,rosso,27.0,4.61,33.2,67.96
Simmy,blu,28.0,4.42,28.24,69.38
Simmy,viola,25.0,5.15,30.64,68.7
Simmy,blu,27.0,3.32,35.06,72.15
Simmy,viola,23.0,5.02,39.38,72.74
Simmy,rosso,23.0,3.78,40.86,71.52
Simmy,blu,20.0,4.91,29.95,67.1
Simmy,rosso,23.0,5.24,42.67,70.26
Simmy,blu,22.0,4.35,34.68,70.83
Simmy,blu,25.0,4.46,30.33,75.35
Simmy,blu,22.0,4.37,31.3,64.44
Simmy,rosso,27.0,4.46,33.7,65.76
Simmy,viola,21.0,3.67,26.16,67.92
Simmy,blu,29.0,4.16,29.37,70.01
Simmy,rosso,21.0,4.22,34.33,71.72
Simmy,blu,23.0,4.21,29.6,73.53
Simmy,blu,20.0,4.91,37.32,76.31
Simmy,viola,20.0,4.95,35.06,74.25
Simmy,blu,24.0,4.11,23.11,73.34
Simmy,blu,22.0,5.31,34.24,74.89
Simmy,blu,24.0,5.01,32.99,73.61
Simmy,viola,26.0,5.17,29.06,66.63
Simmy,rosso,28.0,4.67,25.61,76.09
Simmy,rosso,22.0,3.78,21.09,71.17
Simmy,blu,25.0,3.96,29.74,73.15
Simmy,blu,28.0,4.18,25.98,73.7
Simmy,rosso,22.0,5.01,23.26,68.62
Simmy,rosso,25.0,4.52,34.02,71.14
Simmy,blu,23.0,4.59,32.53,68.9
Simmy,rosso,20.0,4.22,35.76,71.38
Simmy,viola,20.0,5.2,24.25,67.96
Simmy,rosso,28.0,4.84,32.1,72.48
Simmy,blu,24.0,4.56,32.4,68.49
Simmy,blu,27.0,4.59,38.27,75.12
Simmy,viola,23.0,4.63,24.41,73.04
Simmy,viola,23.0,5.19,24.89,74.2
Simmy,rosso,27.0,4.39,39.44,73.65
Simmy,viola,26.0,4.24,40.84,68.47
Simmy,viola,22.0,4.1,24.39,61.32
Simmy,viola,23.0,4.56,31.51,68.48
Simmy,viola,27.0,5.21,28.86,67.95
Simmy,blu,23.0,5.11,24.29,67.71
Simmy,blu,25.0,4.18,33.8,67.29
Simmy,blu,24.0,3.88,43.51,67.5
Simmy,blu,23.0,3.99,35.55,73.79
Simmy,rosso,21.0,3.98,25.49,70.72
Simmy,viola,20.0,3.81,29.17,67.78
Simmy,rosso,21.0,4.76,31.41,68.49
Simmy,viola,22.0,4.59,39.91,73.33
Simmy,rosso,25.0,3.89,29.22,67.57
Simmy,rosso,29.0,4.44,31.64,63.35
Simmy,viola,22.0,4.43,32.32,72.82
Simmy,rosso,24.0,4.36,39.55,69.97
Simmy,viola,24.0,5.65,,64.48
Simmy,rosso,23.0,4.57,34.82,66.48
Simmy,viola,20.0,3.36,39.77,70.22
Simmy,viola,22.0,4.46,29.41,61.84
Simmy,viola,27.0,4.78,35.41,71.32
Simmy,viola,27.0,5.51,35.68,68.82
Simmy,viola,27.0,3.71,28.02,68.38
Simmy,blu,23.0,3.67,36.99,68.2
Simmy,blu,25.0,4.0,29.35,73.55
Simmy,blu,29.0,5.63,30.83,74.81
Simmy,rosso,26.0,4.7,40.68,68.94
Simmy,blu,23.0,5.12,28.67,67.16
Simmy,rosso,23.0,4.49,22.77,68.21
Simmy,viola,24.0,4.36,41.71,62.73
Simmy,viola,24.0,4.38,36.78,67.88
Simmy,viola,29.0,3.8,40.51,70.15
Simmy,rosso,29.0,4.26,31.35,73.56
Simmy,blu,22.0,3.6,33.15,67.75
Simmy,rosso,25.0,4.38,27.81,70.12
Simmy,blu,27.0,3.67,29.27,77.6
Simmy,rosso,23.0,4.32,42.85,63.09
Simmy,blu,23.0,4.69,42.53,65.06
Simmy,viola,22.0,3.65,37.51,70.89
Simmy,rosso,20.0,4.47,40.67,72.05
Simmy,blu,29.0,4.82,28.47,67.53
Simmy,blu,20.0,4.02,28.53,71.7
Simmy,rosso,27.0,4.22,34.93,66.86
Simmy,viola,,4.15,44.37,72.24
Simmy,rosso,26.0,4.53,25.71,72.74
Simmy,rosso,24.0,4.88,29.44,69.72
Simmy,rosso,21.0,3.63,39.01,71.75
Simmy,blu,22.0,3.22,33.25,66.07
Simmy,viola,26.0,4.25,32.78,71.03
Simmy,viola,27.0,3.74,39.08,73.33
Simmy,viola,22.0,3.4,31.55,69.72
Simmy,viola,22.0,4.41,32.6,71.01
Simmy,rosso,23.0,4.98,27.27,70.14
Simmy,viola,29.0,3.71,38.03,70.65
Simmy,viola,25.0,4.9,35.81,69.93
Simmy,rosso,29.0,4.7,31.24,73.75
Simmy,viola,22.0,3.78,32.0,71.02
Simmy,viola,20.0,4.86,32.93,66.61
Simmy,rosso,21.0,5.15,45.0,66.17
Simmy,viola,27.0,4.4,28.57,68.27
Simmy,viola,26.0,4.95,27.05,69.92
Simmy,viola,24.0,5.21,40.28,65.82
Simmy,viola,28.0,4.8,27.64,68.96
Simmy,blu,25.0,4.96,31.12,74.98
Simmy,blu,24.0,5.15,35.35,71.5
Simmy,viola,23.0,5.88,29.68,70.87
Simmy,viola,21.0,4.24,35.94,69.32
Simmy,rosso,29.0,3.83,33.4,66.05
Simmy,rosso,25.0,4.14,35.06,67.65
Simmy,viola,20.0,4.57,32.92,72.05
Simmy,blu,22.0,4.33,33.06,76.65
Simmy,viola,29.0,4.68,32.0,70.22
Simmy,blu,21.0,5.29,36.58,68.9
Simmy,viola,21.0,5.23,29.01,67.12
Simmy,blu,20.0,4.23,26.75,65.66
Simmy,rosso,28.0,3.77,24.12,72.45
Simmy,blu,26.0,4.47,28.35,68.32
Simmy,viola,26.0,5.15,27.22,77.97
Simmy,rosso,29.0,4.69,33.15,75.34
Simmy,blu,29.0,3.81,49.31,68.44
Simmy,blu,27.0,4.67,22.26,76.56
Simmy,rosso,24.0,4.63,32.6,67.47
Simmy,viola,25.0,4.1,41.6,72.9
Simmy,blu,24.0,4.51,42.2,73.96
Simmy,viola,20.0,4.42,37.92,75.4
Simmy,blu,24.0,4.24,37.42,68.53
Simmy,blu,22.0,4.56,30.24,73.6
Simmy,viola,21.0,4.02,37.01,68.82
Simmy,viola,26.0,5.25,34.19,68.02
Simmy,blu,28.0,4.58,35.76,71.23
Simmy,blu,23.0,4.43,29.2,60.39
Simmy,rosso,23.0,5.28,30.95,69.44
Simmy,blu,28.0,4.62,34.59,71.46
Simmy,viola,26.0,4.15,26.25,71.95
Simmy,viola,22.0,4.82,25.06,69.69
Simmy,blu,26.0,4.31,30.04,69.0
Simmy,rosso,26.0,4.31,37.61,75.31
Simmy,blu,23.0,4.87,39.53,65.97
Simmy,blu,24.0,3.95,38.97,73.83
Simmy,viola,21.0,4.54,41.75,70.16
Simmy,viola,21.0,4.18,31.2,70.58
Simmy,blu,22.0,4.86,35.06,70.71
Simmy,blu,28.0,4.57,28.33,69.95
Simmy,rosso,21.0,4.35,38.36,74.96
Simmy,blu,21.0,5.39,30.12,65.14
Simmy,rosso,27.0,4.64,26.73,65.84
Simmy,blu,27.0,4.19,28.93,70.34
Simmy,rosso,28.0,4.16,39.75,69.48
Simmy,rosso,28.0,5.31,29.42,65.39
Simmy,rosso,29.0,4.71,32.32,71.64
Simmy,blu,23.0,4.05,18.83,73.99
Simmy,blu,22.0,4.57,32.41,68.86
Simmy,viola,25.0,3.87,29.46,71.48
Simmy,blu,29.0,4.26,38.43,74.74
Simmy,rosso,29.0,3.41,38.35,72.97
Simmy,blu,27.0,4.78,41.46,63.55
Simmy,viola,23.0,4.87,24.5,65.91
Simmy,viola,21.0,4.03,32.81,72.63
Simmy,blu,21.0,4.73,45.47,66.23
Simmy,blu,27.0,4.77,39.69,76.37
Simmy,blu,27.0,4.0,32.03,74.06
Simmy,blu,22.0,4.66,37.67,66.24
Simmy,rosso,25.0,5.02,30.25,68.88
Simmy,blu,23.0,5.02,29.41,67.84
Simmy,viola,24.0,4.27,29.09,74.96
Simmy,viola,27.0,5.17,22.21,73.71
Simmy,blu,24.0,4.56,29.1,76.53
Simmy,blu,22.0,4.85,28.54,65.84
Simmy,blu,20.0,4.47,30.8,72.7
Simmy,blu,29.0,4.62,45.31,69.62
Simmy,rosso,21.0,4.53,27.62,65.85
Simmy,viola,25.0,5.32,30.48,69.86
Simmy,viola,24.0,3.55,43.26,65.41
Simmy,rosso,24.0,4.04,32.55,66.78
Simmy,blu,29.0,3.95,31.57,69.45
Simmy,rosso,27.0,4.93,38.54,68.09
Simmy,rosso,22.0,4.78,35.34,72.69
Simmy,rosso,21.0,4.99,37.84,71.57
Simmy,rosso,28.0,4.53,27.95,69.33
Simmy,rosso,20.0,4.48,37.79,69.89
Simmy,viola,26.0,4.42,30.48,72.33
Simmy,blu,25.0,5.39,22.1,65.9
Simmy,blu,26.0,4.64,34.94,65.31
Simmy,viola,23.0,3.75,35.6,70.89
Simmy,rosso,29.0,4.2,34.08,68.55
Simmy,blu,20.0,4.3,32.17,66.81
Simmy,blu,21.0,4.24,27.54,72.39
Simmy,rosso,28.0,4.05,34.68,64.9
Simmy,rosso,29.0,3.92,34.93,68.86
Simmy,viola,29.0,4.68,27.94,69.67
Simmy,rosso,27.0,3.76,24.75,70.67
Simmy,viola,25.0,4.74,33.73,68.07
Simmy,blu,25.0,4.56,28.13,71.62
Simmy,rosso,26.0,4.96,40.25,72.9
Simmy,rosso,20.0,4.54,20.42,65.94
Simmy,viola,27.0,4.26,33.01,73.15
Simmy,blu,24.0,5.41,31.51,71.06
Simmy,rosso,28.0,5.08,32.07,68.77
Simmy,blu,25.0,5.05,23.05,64.54
Simmy,rosso,28.0,4.68,31.34,65.57
Simmy,rosso,24.0,4.62,24.3,71.37
Simmy,viola,29.0,4.99,30.0,75.02
Simmy,blu,20.0,5.21,32.55,69.43
Simmy,blu,22.0,4.4,33.84,63.32
Simmy,rosso,25.0,5.68,27.82,68.64
Simmy,rosso,25.0,4.25,33.99,73.54
Simmy,blu,22.0,5.83,34.58,76.46
Simmy,blu,20.0,3.82,33.2,67.36
Simmy,rosso,28.0,3.72,29.84,71.8
Simmy,rosso,23.0,4.53,33.49,75.09
Simmy,blu,21.0,4.86,22.27,72.65
Simmy,viola,27.0,4.59,37.23,71.86
Simmy,viola,28.0,4.63,29.22,74.7
Simmy,viola,25.0,4.54,45.31,73.71
Simmy,rosso,29.0,4.77,40.55,65.41
Simmy,viola,28.0,3.78,39.03,71.97
Simmy,blu,24.0,4.57,27.15,69.38
Simmy,blu,23.0,5.46,35.8,66.51
Simmy,rosso,25.0,5.31,34.05,68.89
Simmy,viola,21.0,4.79,38.41,70.71
Simmy,blu,23.0,5.51,31.79,61.56
Simmy,blu,25.0,4.51,33.35,67.09
Simmy,rosso,22.0,4.97,33.51,72.2
Simmy,rosso,28.0,4.59,33.75,71.59
Simmy,blu,29.0,3.93,35.91,70.83
Simmy,blu,26.0,4.02,22.45,70.2
Simmy,rosso,20.0,4.09,23.35,70.6
Simmy,viola,21.0,5.35,27.86,68.58
Simmy,rosso,27.0,3.34,15.63,67.0
Simmy,blu,22.0,5.1,29.95,66.67
Simmy,viola,27.0,3.57,32.93,67.99
Simmy,viola,22.0,4.95,26.24,70.19
Simmy,rosso,20.0,4.83,38.06,69.0
Simmy,rosso,20.0,4.54,40.54,75.84
Simmy,blu,20.0,3.74,29.82,71.9
Simmy,rosso,26.0,5.46,34.88,69.12
Simmy,rosso,20.0,4.1,34.35,72.95
Simmy,rosso,20.0,3.85,37.85,69.9
Simmy,rosso,24.0,4.38,34.0,67.04
Simmy,rosso,21.0,4.52,39.15,69.87
Simmy,rosso,20.0,4.73,17.65,69.97
Simmy,blu,23.0,4.28,37.18,74.09
Simmy,viola,21.0,4.74,33.48,71.9
Simmy,viola,22.0,4.85,39.74,69.03
Simmy,blu,26.0,4.25,43.33,72.11
Simmy,rosso,21.0,4.22,35.12,67.99
Simmy,blu,26.0,3.5,38.01,72.34
Simmy,viola,21.0,4.25,39.75,70.7
Simmy,rosso,28.0,4.06,24.4,73.75
Simmy,viola,20.0,5.03,39.19,71.77
Simmy,viola,29.0,3.68,30.2,66.96
Simmy,blu,23.0,4.03,37.62,70.89
Simmy,rosso,25.0,4.18,39.8,68.32
Simmy,blu,25.0,4.45,34.1,66.06
Simmy,blu,21.0,4.38,38.51,69.92
Simmy,rosso,21.0,5.24,32.56,67.36
Simmy,blu,24.0,4.9,24.87,72.83
Simmy,rosso,26.0,4.84,33.24,71.79
Simmy,viola,20.0,4.22,43.72,70.87
Simmy,blu,26.0,4.52,34.94,76.29
Simmy,blu,21.0,3.92,33.95,68.11
Simmy,blu,26.0,4.15,24.32,73.5
Simmy,rosso,22.0,4.13,38.55,71.15
Simmy,viola,23.0,5.03,30.41,72.08
Simmy,blu,21.0,3.74,38.29,73.05
Simmy,blu,26.0,4.08,32.16,72.63
Simmy,viola,24.0,4.42,40.8,69.81
Simmy,rosso,28.0,5.13,40.88,66.44
Simmy,rosso,20.0,5.27,29.71,68.56
Simmy,blu,28.0,5.3,21.09,67.96
Simmy,rosso,29.0,4.84,32.98,68.54
Simmy,rosso,28.0,3.73,36.74,71.18
Simmy,blu,29.0,5.55,35.0,72.45
Simmy,viola,24.0,4.2,32.64,72.87
Simmy,viola,25.0,4.25,44.1,70.14
Simmy,rosso,26.0,4.71,34.2,67.59
Simmy,rosso,27.0,4.4,37.86,62.8
Simmy,rosso,24.0,4.98,37.82,72.0
Simmy,viola,26.0,4.37,28.17,70.58
Simmy,blu,23.0,3.22,27.86,65.03
Simmy,viola,21.0,4.76,18.74,73.24
Simmy,blu,20.0,4.9,48.57,75.07
Simmy,blu,27.0,5.09,24.45,70.67
Simmy,viola,27.0,5.49,32.14,65.5
Simmy,blu,25.0,4.31,34.52,73.18
Simmy,viola,21.0,4.12,23.89,69.98
Simmy,blu,26.0,3.86,29.43,71.58
Simmy,rosso,27.0,4.23,31.34,67.63
Simmy,viola,29.0,3.47,36.33,72.34
Simmy,rosso,21.0,4.25,35.47,67.66
Simmy,viola,22.0,4.75,28.99,69.58
Simmy,blu,24.0,3.89,27.96,67.39
Simmy,blu,22.0,3.99,35.6,67.7
Simmy,blu,23.0,5.46,29.28,64.37
Simmy,blu,22.0,5.5,33.5,72.61
Simmy,blu,25.0,4.69,44.02,69.43
Simmy,rosso,24.0,4.62,28.72,64.4
Simmy,blu,20.0,4.13,31.63,69.72
Simmy,rosso,20.0,5.22,43.38,77.93
Simmy,rosso,23.0,4.48,31.46,66.76
Simmy,viola,23.0,4.2,34.57,67.26
Simmy,viola,22.0,4.44,34.01,68.63
Simmy,viola,25.0,3.88,30.22,70.89
Simmy,rosso,20.0,3.97,30.29,66.88
Simmy,viola,20.0,4.34,23.76,70.99
Simmy,viola,25.0,4.3,32.15,71.71
Simmy,viola,25.0,4.24,43.84,66.25
Simmy,viola,28.0,3.99,34.0,72.12
Simmy,viola,21.0,4.93,32.27,71.43
Simmy,viola,25.0,4.87,32.15,73.03
Simmy,rosso,29.0,5.15,31.16,75.68
Simmy,rosso,29.0,4.02,28.4,72.69
Simmy,viola,26.0,4.08,36.86,70.43
Simmy,blu,21.0,4.59,35.26,69.32
Simmy,blu,29.0,3.97,28.2,72.01
Simmy,viola,27.0,4.62,34.01,71.62
Simmy,rosso,28.0,5.48,34.33,73.29
Simmy,blu,27.0,4.51,38.9,73.4
Simmy,rosso,20.0,4.6,31.07,74.8
Simmy,viola,27.0,4.61,28.0,73.02
Simmy,blu,27.0,4.96,39.95,71.51
Simmy,rosso,23.0,4.4,38.07,67.25
Simmy,rosso,22.0,4.03,30.09,70.64
Simmy,rosso,23.0,4.67,44.33,67.04
Simmy,blu,23.0,4.51,30.09,69.58
Simmy,blu,21.0,4.29,20.41,64.87
Simmy,rosso,28.0,5.15,39.04,71.97
Simmy,blu,28.0,3.72,34.19,71.35
Simmy,rosso,28.0,4.62,30.36,72.14
Simmy,viola,27.0,4.43,29.47,73.16
Simmy,blu,24.0,4.85,29.76,71.57
Simmy,rosso,28.0,4.56,30.52,66.32
Simmy,blu,27.0,4.83,33.83,76.71
Simmy,rosso,24.0,3.22,24.02,69.87
Simmy,viola,29.0,3.63,28.19,71.87
Simmy,viola,26.0,4.2,34.51,61.34
Simmy,viola,24.0,3.52,39.9,64.67
Simmy,rosso,26.0,5.16,28.3,72.21
Simmy,viola,21.0,4.53,34.96,76.04
Simmy,viola,26.0,4.81,32.28,73.39
Simmy,blu,29.0,4.81,21.44,67.86
Simmy,blu,29.0,4.76,38.58,73.05
Simmy,blu,24.0,2.85,36.27,73.87
Simmy,rosso,,4.77,39.14,73.26
Simmy,rosso,28.0,4.63,34.23,71.04
Simmy,rosso,22.0,4.93,19.84,69.48
Simmy,viola,27.0,4.28,30.51,65.54
Simmy,blu,27.0,4.63,24.71,74.15
Simmy,blu,22.0,4.4,30.31,69.52
Simmy,viola,23.0,3.54,39.03,68.33
Simmy,rosso,27.0,5.29,31.7,65.63
Simmy,rosso,25.0,4.8,29.11,65.7
Simmy,blu,28.0,4.66,20.98,71.43
Simmy,blu,28.0,4.5,34.2,70.79
Simmy,rosso,22.0,4.86,34.8,70.33
Simmy,rosso,28.0,4.68,38.13,67.58
Simmy,rosso,29.0,4.18,32.02,74.07
Simmy,viola,29.0,5.09,29.49,67.14
Simmy,viola,28.0,4.24,33.85,77.87
Simmy,blu,29.0,4.7,38.27,65.12
Simmy,viola,24.0,4.16,21.46,67.66
Simmy,blu,26.0,3.95,23.33,71.53
Simmy,rosso,20.0,5.32,23.38,73.89
Simmy,rosso,26.0,5.16,37.09,68.62
Simmy,blu,24.0,5.36,34.73,68.2
Simmy,viola,22.0,4.96,38.13,70.12
Simmy,blu,27.0,5.32,27.81,64.67
Simmy,blu,22.0,3.55,33.56,71.8
Simmy,blu,22.0,5.18,43.08,70.8
Simmy,blu,22.0,3.49,38.45,68.57
Simmy,blu,29.0,3.58,38.27,71.88
Simmy,rosso,20.0,4.84,32.48,63.32
Simmy,blu,23.0,4.87,34.28,68.26
Simmy,viola,20.0,3.88,33.38,71.63
Simmy,viola,27.0,4.14,28.33,69.07
Simmy,viola,28.0,4.57,36.9,69.25
Simmy,blu,23.0,3.42,41.17,69.03
Simmy,rosso,22.0,4.87,27.65,66.99
Simmy,viola,29.0,4.54,26.68,76.12
Simmy,rosso,20.0,4.86,27.81,70.6
Simmy,blu,26.0,4.06,31.38,71.22
Simmy,viola,26.0,4.36,25.8,71.12
Simmy,rosso,23.0,4.63,34.73,66.14
Simmy,blu,21.0,4.51,30.13,76.14
Simmy,blu,26.0,5.26,38.87,69.21
Simmy,rosso,21.0,4.01,43.97,72.14
Simmy,viola,28.0,4.49,33.63,66.98
Simmy,rosso,28.0,4.01,29.77,73.22
Simmy,viola,27.0,4.03,31.56,73.39
Simmy,rosso,21.0,4.98,29.67,70.29
Simmy,rosso,28.0,5.17,32.51,64.79
Simmy,viola,27.0,4.23,27.69,68.38
Simmy,viola,27.0,3.34,40.28,74.15
Simmy,rosso,29.0,3.25,29.27,72.4
Simmy,viola,21.0,3.97,39.17,66.11
Simmy,rosso,27.0,4.13,28.67,70.89
Simmy,rosso,29.0,4.62,29.78,69.32
Simmy,blu,20.0,3.41,29.94,71.62
Simmy,rosso,25.0,4.99,32.28,69.01
Simmy,blu,26.0,3.56,29.88,73.13
Simmy,blu,28.0,4.98,30.03,62.79
Simmy,rosso,20.0,4.53,36.11,67.71
Simmy,blu,21.0,6.11,30.96,73.04
Simmy,rosso,22.0,5.16,25.42,68.52
Simmy,viola,26.0,3.83,23.43,66.02
Simmy,blu,23.0,4.8,19.94,70.16
Simmy,viola,25.0,4.31,35.92,70.03
Simmy,blu,22.0,4.41,35.76,70.36
Simmy,blu,22.0,4.23,29.04,70.24
Simmy,blu,24.0,4.58,30.53,72.7
Simmy,blu,23.0,4.59,29.22,63.26
Simmy,blu,26.0,3.9,39.66,72.26
Simmy,viola,21.0,4.57,33.15,69.07
Simmy,viola,28.0,4.59,41.14,73.7
Simmy,blu,23.0,4.47,30.99,66.51
Simmy,rosso,28.0,4.18,22.81,73.48
Simmy,viola,28.0,4.59,27.35,71.77
Simmy,blu,21.0,5.53,33.19,79.59
Simmy,blu,22.0,4.65,30.47,71.34
Simmy,blu,27.0,4.95,22.04,70.2
Simmy,viola,25.0,4.07,32.52,71.23
Simmy,viola,25.0,4.66,35.55,73.96
Simmy,viola,23.0,3.42,38.17,73.35
Simmy,rosso,22.0,3.94,33.93,70.64
Simmy,rosso,25.0,5.17,30.84,73.59
Simmy,viola,23.0,4.73,42.0,69.24
Simmy,viola,24.0,3.42,25.5,66.86
Simmy,blu,25.0,5.37,39.17,72.37
Simmy,rosso,26.0,4.42,28.97,72.33
Simmy,rosso,22.0,4.79,33.92,67.8
Simmy,viola,25.0,4.58,36.4,69.89
Simmy,blu,28.0,4.06,40.42,74.79
Simmy,rosso,23.0,3.84,35.91,72.08
Simmy,rosso,21.0,3.7,34.37,69.98
Simmy,viola,25.0,4.86,30.31,69.51
Simmy,viola,21.0,4.76,37.33,71.98
Simmy,blu,21.0,4.74,22.98,74.28
Simmy,blu,24.0,4.88,25.7,63.31
Simmy,rosso,24.0,4.94,41.25,73.07
Simmy,viola,25.0,5.17,33.89,67.66
Simmy,rosso,28.0,4.9,34.08,71.85
Simmy,blu,26.0,3.84,37.61,66.48
Simmy,rosso,26.0,4.88,33.13,65.99
Simmy,rosso,23.0,4.74,36.71,63.82
Simmy,rosso,26.0,4.42,32.81,72.67
Simmy,rosso,28.0,4.42,30.9,73.34
Simmy,blu,27.0,3.64,29.95,70.66
Simmy,viola,26.0,4.38,38.21,69.29
Simmy,,25.0,4.31,23.21,68.94
Simmy,viola,25.0,4.6,27.74,74.76
Simmy,blu,20.0,4.94,46.73,68.0
Simmy,viola,26.0,4.21,32.41,70.44
Simmy,blu,29.0,4.78,25.17,70.5
Simmy,blu,23.0,4.48,24.43,71.46
Simmy,blu,23.0,4.16,30.64,69.81
Simmy,blu,20.0,4.94,24.79,68.86
Simmy,blu,27.0,3.92,39.98,70.27
Simmy,blu,29.0,4.76,30.44,71.66
Simmy,viola,24.0,4.06,23.52,69.91
Simmy,viola,,3.99,32.73,75.86
Simmy,blu,28.0,4.89,27.98,73.06
Simmy,rosso,26.0,4.23,37.11,65.19
Simmy,viola,23.0,4.47,35.38,74.01
Simmy,blu,25.0,3.29,30.73,75.1
Simmy,rosso,26.0,4.55,42.08,71.05
Simmy,rosso,23.0,5.36,36.53,76.19
Simmy,blu,23.0,3.89,36.07,73.97
Simmy,rosso,20.0,4.87,37.54,71.5
Simmy,blu,23.0,5.74,29.1,68.63
Simmy,viola,28.0,3.85,27.49,69.15
Simmy,blu,23.0,3.6,42.01,65.26
Simmy,rosso,28.0,4.26,22.29,71.2
Simmy,blu,20.0,4.96,38.51,67.21
Simmy,blu,27.0,3.37,30.92,69.25
Simmy,blu,29.0,5.29,38.96,73.35
Simmy,rosso,28.0,5.04,32.53,68.99
Simmy,rosso,29.0,4.48,39.33,70.03
Simmy,rosso,26.0,4.38,35.49,70.75
Simmy,blu,25.0,4.48,31.24,67.97
Simmy,rosso,28.0,4.53,28.54,71.65
Simmy,viola,22.0,4.98,30.14,71.24
Simmy,rosso,24.0,5.15,35.81,77.26
Simmy,blu,25.0,4.57,45.93,70.84
Simmy,rosso,20.0,3.93,41.8,67.08
Simmy,blu,24.0,4.66,29.73,67.96
Simmy,blu,23.0,4.31,40.44,73.58
Simmy,viola,23.0,4.24,40.42,67.28
Simmy,blu,25.0,4.67,30.9,69.86
Simmy,rosso,29.0,4.16,46.25,70.56
Simmy,rosso,22.0,4.22,32.01,74.55
Simmy,blu,27.0,3.58,38.46,73.26
Simmy,viola,27.0,5.09,33.11,68.02
Simmy,blu,20.0,3.87,29.61,68.96
Simmy,viola,21.0,4.1,23.64,69.08
Simmy,rosso,21.0,4.48,26.34,68.41
Simmy,rosso,20.0,5.03,30.28,66.87
Simmy,viola,29.0,5.23,29.14,66.38
Simmy,viola,20.0,5.19,30.48,72.07
Simmy,rosso,,4.48,39.73,70.73
Simmy,viola,26.0,4.5,27.6,67.44
Simmy,viola,20.0,4.14,28.83,72.06
Simmy,viola,22.0,4.87,30.42,68.1
Simmy,rosso,22.0,4.31,45.22,73.2
Simmy,viola,21.0,4.28,25.88,72.04
Simmy,viola,22.0,5.37,31.06,71.22
Simmy,blu,23.0,5.39,33.8,72.36
Simmy,rosso,23.0,5.23,29.35,72.62
Simmy,viola,25.0,4.14,34.77,73.68
Simmy,viola,29.0,4.66,23.0,72.41
Simmy,viola,29.0,4.14,31.72,72.41
Simmy,blu,26.0,4.46,30.91,65.17
Simmy,blu,29.0,5.16,34.01,67.6
Simmy,viola,20.0,4.32,28.11,70.95
Simmy,viola,27.0,5.46,37.68,68.53
Simmy,viola,29.0,5.48,30.52,67.03
Simmy,rosso,25.0,5.13,36.62,75.99
Simmy,rosso,29.0,4.44,26.16,72.61
Simmy,viola,24.0,4.05,33.63,66.14
Simmy,viola,27.0,4.57,30.74,63.76
Simmy,viola,28.0,4.34,25.26,64.67
Simmy,blu,21.0,5.71,44.5,76.35
Simmy,rosso,29.0,4.6,39.58,67.69
Simmy,rosso,25.0,4.98,37.51,65.19
Simmy,blu,26.0,4.73,47.55,73.27
Simmy,rosso,20.0,4.11,30.35,73.97
Simmy,rosso,28.0,4.13,32.22,72.47
Simmy,blu,24.0,4.09,33.46,73.2
Simmy,rosso,20.0,4.9,30.3,73.2
Simmy,blu,23.0,4.21,49.75,68.15
Simmy,rosso,25.0,5.17,28.36,75.86
Simmy,viola,27.0,3.3,42.07,69.68
Simmy,rosso,27.0,5.54,34.2,67.42
Simmy,viola,24.0,3.72,26.0,68.08
Simmy,rosso,26.0,4.63,37.31,74.75
Simmy,rosso,22.0,4.18,35.35,73.98
Simmy,viola,22.0,4.71,32.5,69.89
Simmy,rosso,24.0,5.42,28.26,63.67
Simmy,blu,27.0,4.72,27.06,75.36
Simmy,blu,29.0,4.68,29.93,69.33
Simmy,blu,23.0,4.64,28.85,68.18
Simmy,rosso,21.0,4.39,19.97,71.56
Simmy,rosso,29.0,4.3,33.4,72.37
Simmy,viola,25.0,4.97,24.35,78.01
Simmy,viola,25.0,4.2,39.07,71.52
Simmy,viola,29.0,4.08,29.21,63.42
Simmy,rosso,25.0,4.12,28.4,70.64
Simmy,blu,23.0,5.14,29.53,77.87
Simmy,blu,29.0,4.84,33.5,69.75
Simmy,viola,22.0,5.11,22.94,70.04
Simmy,blu,21.0,3.69,32.09,77.21
Simmy,viola,29.0,4.06,33.53,63.35
Simmy,blu,29.0,5.38,34.05,71.84
Simmy,rosso,29.0,4.7,25.15,66.95
Simmy,blu,26.0,4.17,33.41,69.21
Simmy,rosso,27.0,4.94,36.42,74.79
Simmy,viola,24.0,4.42,33.67,71.07
Simmy,viola,20.0,4.34,35.07,67.2
Simmy,viola,27.0,4.21,31.42,70.52
Simmy,blu,28.0,3.8,24.41,66.01
